selection_id,selection_group,pair_id,source_file,source_row,instance_id,repository,model_name,target,exit_status,issue_title,message_count,ai_turns,valid_cycles,length_band,complete_cycle_ratio,mean_thought_chars,action_categories,patch_chars,eval_log_chars,quality_score,selection_reason
CASE-0360,diversity,,train-00005-of-00012.jsonl,1793,pypa__hatch-422,pypa__hatch,swe-agent-llama-8b,True,submitted,`hatch version <new-version>` fails when any custom metadata hook is installed,81,40,39,20-39,0.975,180.54,edit|inspect|other|run,1086,2008,88.283,high-quality stratified sample adding task/model/length diversity
CASE-0361,diversity,,train-00005-of-00012.jsonl,2873,joke2k__faker-1368,joke2k__faker,swe-agent-llama-8b,True,submitted,Random sentence of length 1 fails,25,12,11,10-19,0.916667,225.18,edit|inspect|other|run,553,6096,72.684,high-quality stratified sample adding task/model/length diversity
CASE-0362,diversity,,train-00006-of-00012.jsonl,1436,cloudevents__sdk-python-172,cloudevents__sdk-python,swe-agent-llama-8b,True,submitted,__eq__ operator raises attribute error on non-cloudevent values,23,11,10,10-19,0.909091,330.3,edit|inspect|other|run|test,1445,4693,81.074,high-quality stratified sample adding task/model/length diversity
CASE-0363,diversity,,train-00006-of-00012.jsonl,2904,networkx__networkx-5903,networkx__networkx,swe-agent-llama-8b,True,submitted,`relabel_nodes` does not work for callables with `__getitem__`,39,19,18,10-19,0.947368,231.5,edit|inspect|other|run,4056,4055,78.825,high-quality stratified sample adding task/model/length diversity
CASE-0364,diversity,,train-00008-of-00012.jsonl,3403,brightway-lca__brightway2-analyzer-19,brightway-lca__brightway2-analyzer,swe-agent-llama-8b,True,submitted (exit_context),Invalid sorting for Contribution results when top contributors are negative (Absolute values),59,29,28,20-39,0.965517,320.64,edit|inspect|test,1547,2610,88.644,high-quality stratified sample adding task/model/length diversity
CASE-0365,diversity,,train-00008-of-00012.jsonl,3411,brightway-lca__brightway2-analyzer-19,brightway-lca__brightway2-analyzer,swe-agent-llama-8b,True,submitted (exit_context),Invalid sorting for Contribution results when top contributors are negative (Absolute values),73,36,35,20-39,0.972222,242.09,edit|inspect|test,1767,2614,90.0,high-quality stratified sample adding task/model/length diversity
CASE-0366,diversity,,train-00008-of-00012.jsonl,3421,brightway-lca__brightway2-analyzer-19,brightway-lca__brightway2-analyzer,swe-agent-llama-8b,True,submitted (exit_context),Invalid sorting for Contribution results when top contributors are negative (Absolute values),61,30,29,20-39,0.966667,380.17,edit|inspect|test,1315,2610,90.0,high-quality stratified sample adding task/model/length diversity
CASE-0367,diversity,,train-00008-of-00012.jsonl,3461,brightway-lca__brightway2-analyzer-19,brightway-lca__brightway2-analyzer,swe-agent-llama-8b,True,submitted (exit_context),Invalid sorting for Contribution results when top contributors are negative (Absolute values),65,32,31,20-39,0.96875,281.81,edit|inspect|other|test,1658,2610,91.083,high-quality stratified sample adding task/model/length diversity
CASE-0368,diversity,,train-00008-of-00012.jsonl,5863,Textualize__textual-2568,Textualize__textual,swe-agent-llama-8b,True,submitted,Pasting in Input with an empty string crashes the program,45,22,21,20-39,0.954545,319.52,edit|inspect|other|run,686,1650,82.947,high-quality stratified sample adding task/model/length diversity
CASE-0369,diversity,,train-00011-of-00012.jsonl,3108,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted (exit_context),"fsl randomise f_only flag contains typo, can't work",79,39,38,20-39,0.974359,264.66,edit|inspect|run,2476,1941,88.177,high-quality stratified sample adding task/model/length diversity
CASE-0370,diversity,,train-00011-of-00012.jsonl,3112,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted (exit_context),"fsl randomise f_only flag contains typo, can't work",61,30,29,20-39,0.966667,337.97,edit|inspect|other|test,1022,1945,91.656,high-quality stratified sample adding task/model/length diversity
CASE-0371,diversity,,train-00011-of-00012.jsonl,3118,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted,"fsl randomise f_only flag contains typo, can't work",41,20,19,10-19,0.95,310.26,edit|inspect|other|test,1666,2004,85.615,high-quality stratified sample adding task/model/length diversity
CASE-0372,diversity,,train-00011-of-00012.jsonl,3133,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted,"fsl randomise f_only flag contains typo, can't work",51,25,24,20-39,0.96,259.67,edit|inspect|other|run|test,823,2004,88.819,high-quality stratified sample adding task/model/length diversity
CASE-0373,diversity,,train-00011-of-00012.jsonl,3138,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted (exit_context),"fsl randomise f_only flag contains typo, can't work",65,32,31,20-39,0.96875,386.29,edit|inspect|run,1230,1941,87.031,high-quality stratified sample adding task/model/length diversity
CASE-0374,diversity,,train-00011-of-00012.jsonl,3145,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted,"fsl randomise f_only flag contains typo, can't work",67,33,32,20-39,0.969697,320.88,edit|inspect|other|test,649,1874,92.713,high-quality stratified sample adding task/model/length diversity
CASE-0375,diversity,,train-00011-of-00012.jsonl,3167,nipy__nipype-3325,nipy__nipype,swe-agent-llama-8b,True,submitted,"fsl randomise f_only flag contains typo, can't work",67,33,32,20-39,0.969697,235.78,edit|inspect|other|test,649,1874,90.282,high-quality stratified sample adding task/model/length diversity
CASE-0376,diversity,,train-00002-of-00012.jsonl,1418,oasis-open__cti-pattern-validator-10,oasis-open__cti-pattern-validator,swe-agent-llama-405b,False,submitted (exit_context),Unclear error message when missing brackets,77,38,37,20-39,0.973684,172.08,edit|inspect|run,467,9514,85.022,high-quality stratified sample adding task/model/length diversity
CASE-0377,diversity,,train-00002-of-00012.jsonl,5776,pydantic__pydantic-4471,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),mypy error on default_factory=list in pydantic 1.10,81,40,39,20-39,0.975,482.85,edit|inspect|other,332,5489,91.125,high-quality stratified sample adding task/model/length diversity
CASE-0378,diversity,,train-00003-of-00012.jsonl,1754,Textualize__textual-2580,Textualize__textual,swe-agent-llama-405b,False,submitted (exit_context),Screen.dismiss should error if not the top-most screen,85,42,39,20-39,0.928571,174.72,edit|inspect|other|run,1573,1988,87.421,high-quality stratified sample adding task/model/length diversity
CASE-0379,diversity,,train-00003-of-00012.jsonl,6058,pydantic__pydantic-3847,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),Discriminator field on BaseModel instances are incorrectly accessed by alias in validation,75,37,36,20-39,0.972973,645.42,edit|inspect|other|run,1199,3022,91.595,high-quality stratified sample adding task/model/length diversity
CASE-0380,diversity,,train-00004-of-00012.jsonl,4603,tobymao__sqlglot-2873,tobymao__sqlglot,swe-agent-llama-405b,False,submitted (exit_context),Failed to parse SET statement in Postgres CREATE FUNCTION,69,34,33,20-39,0.970588,315.0,edit|inspect|other|run,973,2302,89.059,high-quality stratified sample adding task/model/length diversity
CASE-0381,diversity,,train-00004-of-00012.jsonl,5721,pydantic__pydantic-3543,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),`Config.smart_union` doesn't work with `TypedDict`,77,38,37,20-39,0.973684,550.62,edit|inspect|other,4566,30968,90.105,high-quality stratified sample adding task/model/length diversity
CASE-0382,diversity,,train-00005-of-00012.jsonl,2697,getnikola__nikola-3504,getnikola__nikola,swe-agent-llama-405b,False,submitted (exit_context),unexpected pretty_url behavior,83,41,39,20-39,0.95122,304.67,edit|inspect|other|run,727,11138,91.473,high-quality stratified sample adding task/model/length diversity
CASE-0383,diversity,,train-00005-of-00012.jsonl,4459,pydantic__pydantic-3935,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),sub-model cannot always re-write field infos from the same BaseModel.,73,36,35,20-39,0.972222,427.11,edit|inspect|other|run,1761,19584,91.083,high-quality stratified sample adding task/model/length diversity
CASE-0384,diversity,,train-00008-of-00012.jsonl,1888,google__importlab-13,google__importlab,swe-agent-llama-405b,False,submitted (exit_context),Importlab running under Python 3.6 and analyzing Python 2.7 can't find networkx,81,40,39,20-39,0.975,398.33,edit|inspect|other|run,378,3668,93.125,high-quality stratified sample adding task/model/length diversity
CASE-0385,diversity,,train-00008-of-00012.jsonl,4288,pydantic__pydantic-3819,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),list of python dataclass broken after upgrade to 1.9.0,79,39,38,20-39,0.974359,414.79,edit|inspect|other|run,538,19347,92.615,high-quality stratified sample adding task/model/length diversity
CASE-0386,diversity,,train-00009-of-00012.jsonl,458,pydantic__pydantic-3681,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),Recursive list of TypedDicts doesn't work,73,36,35,20-39,0.972222,405.2,edit|inspect|other|run,293,2572,91.083,high-quality stratified sample adding task/model/length diversity
CASE-0387,diversity,,train-00011-of-00012.jsonl,1957,pydantic__pydantic-4781,pydantic__pydantic,swe-agent-llama-405b,False,submitted (exit_context),"`schema_json` can't encode default value of`dict[UUID, Any]` and raises `TypeError`",77,38,37,20-39,0.973684,313.32,edit|inspect|other|run,447,20017,91.057,high-quality stratified sample adding task/model/length diversity
CASE-0388,diversity,,train-00000-of-00012.jsonl,1321,serge-sans-paille__gast-59,serge-sans-paille__gast,swe-agent-llama-70b,False,submitted,gast doesn't seem to parse assignment expressions correctly,39,19,18,10-19,0.947368,303.44,edit|inspect|other|run|test,875,2847,86.88,high-quality stratified sample adding task/model/length diversity
CASE-0389,diversity,,train-00000-of-00012.jsonl,1868,fatiando__pooch-171,fatiando__pooch,swe-agent-llama-70b,False,submitted,Crash on import when running in parallel,33,16,15,10-19,0.9375,330.73,edit|inspect|other|run|test,1552,2565,86.012,high-quality stratified sample adding task/model/length diversity
CASE-0390,diversity,,train-00000-of-00012.jsonl,2495,zalando-stups__senza-521,zalando-stups__senza,swe-agent-llama-70b,False,submitted,Fix Elastigroup healthCheckType,41,20,19,10-19,0.95,431.84,edit|inspect|other|test,625,2784,86.75,high-quality stratified sample adding task/model/length diversity
CASE-0391,diversity,,train-00000-of-00012.jsonl,3493,ttu__ruuvitag-sensor-41,ttu__ruuvitag-sensor,swe-agent-llama-70b,False,submitted,Bug: incompatible with RuuviFW 1.2.8,35,17,16,10-19,0.941176,378.12,edit|inspect|other|run|test,413,3100,87.118,high-quality stratified sample adding task/model/length diversity
CASE-0392,diversity,,train-00000-of-00012.jsonl,4573,typesafehub__conductr-cli-339,typesafehub__conductr-cli,swe-agent-llama-70b,False,submitted,Running sandbox with unparseable version should give nicer error,41,20,19,10-19,0.95,407.16,edit|inspect|other|test,592,2314,86.75,high-quality stratified sample adding task/model/length diversity
CASE-0393,diversity,,train-00000-of-00012.jsonl,4613,AzureAD__azure-activedirectory-library-for-python-120,AzureAD__azure-activedirectory-library-for-python,swe-agent-llama-70b,False,submitted (exit_context),Issue with authenticating to Dynamics 365 CRM,81,40,39,20-39,0.975,403.79,edit|inspect|other|test,1746,2627,97.125,high-quality stratified sample adding task/model/length diversity
CASE-0394,diversity,,train-00000-of-00012.jsonl,4742,ESSS__conda-devenv-51,ESSS__conda-devenv,swe-agent-llama-70b,False,submitted,0.9.3 broken: no longer generates activate/deactivate scripts,35,17,16,10-19,0.941176,415.44,edit|inspect|other|test,1311,2191,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0395,diversity,,train-00000-of-00012.jsonl,5545,hamcrest__PyHamcrest-129,hamcrest__PyHamcrest,swe-agent-llama-70b,False,submitted,How to match exception properties?,39,19,18,10-19,0.947368,289.11,edit|inspect|other|test,3080,3938,84.471,high-quality stratified sample adding task/model/length diversity
CASE-0396,diversity,,train-00000-of-00012.jsonl,77,PyCQA__pyflakes-761,PyCQA__pyflakes,swe-agent-llama-70b,False,submitted,should produce error for attribute hidden by a method,77,38,37,20-39,0.973684,578.65,edit|inspect|other|run|test,400,12012,98.105,high-quality stratified sample adding task/model/length diversity
CASE-0397,diversity,,train-00000-of-00012.jsonl,831,omni-us__jsonargparse-176,omni-us__jsonargparse,swe-agent-llama-70b,False,submitted,Cannot override Callable init_args without passing the class_path,41,20,19,10-19,0.95,289.0,edit|inspect|other|run|test,680,9129,87.007,high-quality stratified sample adding task/model/length diversity
CASE-0398,diversity,,train-00001-of-00012.jsonl,2514,mapbox__untiler-28,mapbox__untiler,swe-agent-llama-70b,False,submitted (exit_context),Tests broken on master,35,17,16,10-19,0.941176,441.81,edit|inspect|other|test,552,4685,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0399,diversity,,train-00001-of-00012.jsonl,3142,asottile__dead-31,asottile__dead,swe-agent-llama-70b,False,submitted,"dead raises ValueError in case a file is deleted (since it remains listed with ""git ls-files"")",41,20,19,10-19,0.95,427.16,edit|inspect|other|run|test,886,4011,88.75,high-quality stratified sample adding task/model/length diversity
CASE-0400,diversity,,train-00001-of-00012.jsonl,5047,pddg__uroboros-34,pddg__uroboros,swe-agent-llama-70b,False,submitted,`Command.get_options()` does not work well,37,18,17,10-19,0.944444,249.12,edit|inspect|other|run|test,501,5683,84.784,high-quality stratified sample adding task/model/length diversity
CASE-0401,diversity,,train-00001-of-00012.jsonl,5227,radomirbosak__duden-195,radomirbosak__duden,swe-agent-llama-70b,False,submitted,Documentation of synonyms doesn't match code,35,17,16,10-19,0.941176,370.81,edit|inspect|other|test,403,2668,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0402,diversity,,train-00001-of-00012.jsonl,6210,ipython__ipython-11425,ipython__ipython,swe-agent-llama-70b,False,submitted,Wrong autoindent for  class method.,79,39,38,20-39,0.974359,319.0,edit|inspect|other|run|test,727,3270,97.73,high-quality stratified sample adding task/model/length diversity
CASE-0403,diversity,,train-00001-of-00012.jsonl,869,linkml__linkml-1795,linkml__linkml,swe-agent-llama-70b,False,submitted,gen-json-schema should warn or error if --top-class option does not correspond to class in schema,41,20,19,10-19,0.95,291.74,edit|inspect|other|test,1067,2917,85.085,high-quality stratified sample adding task/model/length diversity
CASE-0404,diversity,,train-00001-of-00012.jsonl,889,mantidproject__mslice-848,mantidproject__mslice,swe-agent-llama-70b,False,submitted (exit_context),MSlice crashes upon opening plot options for a non-supported colour,81,40,39,20-39,0.975,317.38,edit|inspect|other|run|test,3092,2639,98.193,high-quality stratified sample adding task/model/length diversity
CASE-0405,diversity,,train-00002-of-00012.jsonl,1424,oasis-open__cti-pattern-validator-10,oasis-open__cti-pattern-validator,swe-agent-llama-70b,False,submitted,Unclear error message when missing brackets,41,20,19,10-19,0.95,261.16,edit|inspect|other|run|test,1229,9542,86.212,high-quality stratified sample adding task/model/length diversity
CASE-0406,diversity,,train-00002-of-00012.jsonl,1976,zopefoundation__DateTime-42,zopefoundation__DateTime,swe-agent-llama-70b,False,submitted,tests fail after 2038-01-10,41,20,19,10-19,0.95,280.84,edit|inspect|other|test,998,9898,84.774,high-quality stratified sample adding task/model/length diversity
CASE-0407,diversity,,train-00002-of-00012.jsonl,234,redhat-cip__hardware-108,redhat-cip__hardware,swe-agent-llama-70b,False,submitted,Mem benchmark fails with Python 3,37,18,17,10-19,0.944444,332.59,edit|inspect|other|test,608,2302,85.169,high-quality stratified sample adding task/model/length diversity
CASE-0408,diversity,,train-00002-of-00012.jsonl,2406,google__importlab-23,google__importlab,swe-agent-llama-70b,False,submitted,Incorrect inferred module name for __init__.py files,39,19,18,10-19,0.947368,330.89,edit|inspect|other|run|test,4851,895,87.665,high-quality stratified sample adding task/model/length diversity
CASE-0409,diversity,,train-00002-of-00012.jsonl,286,spyder-ide__spyder-kernels-404,spyder-ide__spyder-kernels,swe-agent-llama-70b,False,submitted,Python 2 tests are broken in Conda slots,35,17,16,10-19,0.941176,490.25,edit|inspect|other|test,517,5356,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0410,diversity,,train-00002-of-00012.jsonl,3317,PyCQA__pyflakes-745,PyCQA__pyflakes,swe-agent-llama-70b,False,submitted,Internal error on invalid print (py2) statement,37,18,17,10-19,0.944444,470.18,edit|inspect|other|run|test,780,12231,87.667,high-quality stratified sample adding task/model/length diversity
CASE-0411,diversity,,train-00002-of-00012.jsonl,3861,lightkurve__lightkurve-1331,lightkurve__lightkurve,swe-agent-llama-70b,False,submitted,`SFFCorrector` appears to crash when the aperture mask contains only one pixel,35,17,16,10-19,0.941176,344.31,edit|inspect|other|run|test,947,5672,86.955,high-quality stratified sample adding task/model/length diversity
CASE-0412,diversity,,train-00002-of-00012.jsonl,507,tox-dev__tox-conda-161,tox-dev__tox-conda,swe-agent-llama-70b,False,submitted (exit_context),Permission error on conda environment temp file when running in Windows OS,81,40,39,20-39,0.975,496.82,edit|inspect|other|test,1389,2352,97.125,high-quality stratified sample adding task/model/length diversity
CASE-0413,diversity,,train-00002-of-00012.jsonl,6098,OCA__oca-github-bot-215,OCA__oca-github-bot,swe-agent-llama-70b,False,submitted,ocabot migration duplicating lines in migration issue?,41,20,19,10-19,0.95,375.26,edit|inspect|other|test,880,1966,86.75,high-quality stratified sample adding task/model/length diversity
CASE-0414,diversity,,train-00002-of-00012.jsonl,6253,bids-standard__pybids-613,bids-standard__pybids,swe-agent-llama-70b,False,submitted,BIDSFile.copy() does not work on binary files,35,17,16,10-19,0.941176,320.62,edit|inspect|other|run|test,1008,2333,86.278,high-quality stratified sample adding task/model/length diversity
CASE-0415,diversity,,train-00002-of-00012.jsonl,6331,fairlearn__fairlearn-968,fairlearn__fairlearn,swe-agent-llama-70b,False,submitted (exit_context),BUG: sklearn.confusion_matrix does not work with None anymore,39,19,18,10-19,0.947368,622.94,edit|inspect|other|test,558,5311,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0416,diversity,,train-00002-of-00012.jsonl,638,Uberi__speech_recognition-619,Uberi__speech_recognition,swe-agent-llama-70b,False,submitted (exit_context),unittest is failing due to change for recognize_google method to return tuples with confidence,41,20,18,10-19,0.9,370.33,edit|inspect|other|test,3012,3496,85.5,high-quality stratified sample adding task/model/length diversity
CASE-0417,diversity,,train-00002-of-00012.jsonl,6430,hynek__structlog-594,hynek__structlog,swe-agent-llama-70b,False,submitted,LogfmtRenderer  has a bug with escaped double quotes,33,16,15,10-19,0.9375,358.0,edit|inspect|other|run|test,729,9955,86.562,high-quality stratified sample adding task/model/length diversity
CASE-0418,diversity,,train-00002-of-00012.jsonl,969,fatiando__boule-52,fatiando__boule,swe-agent-llama-70b,False,submitted,Fix normal gravity of Sphere,37,18,17,10-19,0.944444,345.29,edit|inspect|other|test,1369,5994,85.532,high-quality stratified sample adding task/model/length diversity
CASE-0419,diversity,,train-00002-of-00012.jsonl,993,graphql-python__graphene-641,graphql-python__graphene,swe-agent-llama-70b,False,submitted,Bug: Name of a connection is always the name of the class,33,16,15,10-19,0.9375,303.07,edit|inspect|other|run|test,892,2962,85.222,high-quality stratified sample adding task/model/length diversity
CASE-0420,diversity,,train-00003-of-00012.jsonl,2995,PSLmodels__microdf-219,PSLmodels__microdf,swe-agent-llama-70b,False,submitted,Subsetting a MicroDataFrame doesn't subset weights,41,20,19,10-19,0.95,391.32,edit|inspect|other|run|test,1023,2773,88.75,high-quality stratified sample adding task/model/length diversity
CASE-0421,diversity,,train-00003-of-00012.jsonl,3114,aio-libs__aioftp-113,aio-libs__aioftp,swe-agent-llama-70b,False,submitted,`parse_ls_date` doesn't handle singe-spaced servers.,37,18,17,10-19,0.944444,384.18,edit|inspect|other|test,2193,8528,85.667,high-quality stratified sample adding task/model/length diversity
CASE-0422,diversity,,train-00003-of-00012.jsonl,559,Sage-Bionetworks__challengeutils-247,Sage-Bionetworks__challengeutils,swe-agent-llama-70b,False,submitted,`--admin` check for `validate-project` does not work as expected,39,19,18,10-19,0.947368,387.39,edit|inspect|other|test,1244,4441,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0423,diversity,,train-00003-of-00012.jsonl,5698,epogrebnyak__weo-reader-12,epogrebnyak__weo-reader,swe-agent-llama-70b,False,submitted (exit_context),doesn't work for 2020-October database,79,39,37,20-39,0.948718,419.03,edit|inspect|other|run|test,1528,2486,97.731,high-quality stratified sample adding task/model/length diversity
CASE-0424,diversity,,train-00003-of-00012.jsonl,6295,stummjr__flake8-scrapy-19,stummjr__flake8-scrapy,swe-agent-llama-70b,False,submitted,Failed SCP03 rule check,37,18,17,10-19,0.944444,346.59,edit|inspect|other|test,553,3137,85.569,high-quality stratified sample adding task/model/length diversity
CASE-0425,diversity,,train-00004-of-00012.jsonl,1605,aio-libs__aiosmtpd-309,aio-libs__aiosmtpd,swe-agent-llama-70b,False,submitted (exit_context),aiosmtpd test suite fails on Python 3.10,39,19,18,10-19,0.947368,327.33,edit|inspect|other|test,1351,2557,85.563,high-quality stratified sample adding task/model/length diversity
CASE-0426,diversity,,train-00004-of-00012.jsonl,2075,fitbenchmarking__fitbenchmarking-619,fitbenchmarking__fitbenchmarking,swe-agent-llama-70b,False,submitted,Multiple problem groups error,35,17,16,10-19,0.941176,377.81,edit|inspect|other|test,928,2219,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0427,diversity,,train-00004-of-00012.jsonl,2415,minrk__wurlitzer-83,minrk__wurlitzer,swe-agent-llama-70b,False,submitted,Wurlitzer hangs when the GIL is taken by C code,43,21,17,10-19,0.809524,395.47,edit|inspect|other|run|test,422,3198,85.643,high-quality stratified sample adding task/model/length diversity
CASE-0428,diversity,,train-00004-of-00012.jsonl,2533,onicagroup__runway-1245,onicagroup__runway,swe-agent-llama-70b,False,submitted,"[BUG] runway incorrectly shows parameters to be removed in ""plan""",39,19,18,10-19,0.947368,356.89,edit|inspect|other|test,373,2764,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0429,diversity,,train-00004-of-00012.jsonl,4554,stravalib__stravalib-454,stravalib__stravalib,swe-agent-llama-70b,False,submitted,ENH: Graceful handling of Pydantic validation errors (for unexpected sports type / activity type),35,17,16,10-19,0.941176,457.0,edit|inspect|other|test,727,7549,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0430,diversity,,train-00004-of-00012.jsonl,5011,codingedward__flask-sieve-31,codingedward__flask-sieve,swe-agent-llama-70b,False,submitted,Custom Validation Error format Issue,43,21,19,10-19,0.904762,306.68,edit|inspect|other|run|test,4216,1085,86.834,high-quality stratified sample adding task/model/length diversity
CASE-0431,diversity,,train-00004-of-00012.jsonl,5629,pvlib__pvlib-python-1822,pvlib__pvlib-python,swe-agent-llama-70b,False,submitted,singlediode: newton solver fails with Series input of length one,39,19,17,10-19,0.894737,346.82,edit|inspect|other|run|test,920,6101,86.83,high-quality stratified sample adding task/model/length diversity
CASE-0432,diversity,,train-00004-of-00012.jsonl,6073,stfc__fparser-287,stfc__fparser,swe-agent-llama-70b,False,submitted,fparser.api.parse fails for long comment blocks,35,17,16,10-19,0.941176,328.44,edit|inspect|other|test,1134,6352,84.502,high-quality stratified sample adding task/model/length diversity
CASE-0433,diversity,,train-00004-of-00012.jsonl,612,getsentry__responses-235,getsentry__responses,swe-agent-llama-70b,False,submitted,callback results are not unpacked prior to checking for exception bodies,41,20,19,10-19,0.95,416.89,edit|inspect|other|run|test,998,4713,88.75,high-quality stratified sample adding task/model/length diversity
CASE-0434,diversity,,train-00005-of-00012.jsonl,2018,stopthatcow__zazu-184,stopthatcow__zazu,swe-agent-llama-70b,False,submitted,Fix github SCM to list private repos,41,20,19,10-19,0.95,354.68,edit|inspect|other|test,816,1876,86.75,high-quality stratified sample adding task/model/length diversity
CASE-0435,diversity,,train-00005-of-00012.jsonl,2150,Instagram__LibCST-419,Instagram__LibCST,swe-agent-llama-70b,False,submitted,parse error for comprehensions in f-strings,75,37,36,20-39,0.972973,830.67,edit|inspect|other|run|test,1177,12841,97.595,high-quality stratified sample adding task/model/length diversity
CASE-0436,diversity,,train-00005-of-00012.jsonl,5429,macbre__sql-metadata-387,macbre__sql-metadata,swe-agent-llama-70b,False,submitted,limit_and_offset method bug?,41,20,19,10-19,0.95,307.58,edit|inspect|other|run|test,1524,2031,87.538,high-quality stratified sample adding task/model/length diversity
CASE-0437,diversity,,train-00005-of-00012.jsonl,6532,GazzolaLab__PyElastica-249,GazzolaLab__PyElastica,swe-agent-llama-70b,False,submitted,Possible Bug: Test restart functionality and applying constrains,41,20,19,10-19,0.95,292.74,edit|inspect|other|test,2931,2547,85.114,high-quality stratified sample adding task/model/length diversity
CASE-0438,diversity,,train-00006-of-00012.jsonl,3574,DCC-Lab__RayTracing-192,DCC-Lab__RayTracing,swe-agent-llama-70b,False,submitted,ImagingPath: chiefRay not working with no aperture stop,41,20,19,10-19,0.95,311.84,edit|inspect|other|run|test,1008,2880,87.66,high-quality stratified sample adding task/model/length diversity
CASE-0439,diversity,,train-00006-of-00012.jsonl,3897,coady__multimethod-26,coady__multimethod,swe-agent-llama-70b,False,submitted,TypeError when one of the type hints is type or another metaclass,39,19,18,10-19,0.947368,331.28,edit|inspect|other|run|test,9337,1111,87.676,high-quality stratified sample adding task/model/length diversity
CASE-0440,diversity,,train-00006-of-00012.jsonl,3962,h2non__pook-90,h2non__pook,swe-agent-llama-70b,False,submitted,pook can't handle binary headers,39,19,18,10-19,0.947368,373.44,edit|inspect|other|run|test,1063,2739,88.211,high-quality stratified sample adding task/model/length diversity
CASE-0441,diversity,,train-00006-of-00012.jsonl,4709,python-trio__trio-502,python-trio__trio,swe-agent-llama-70b,False,submitted,trio.Path.iterdir wrapping is broken,35,17,16,10-19,0.941176,327.44,edit|inspect|other|test,1103,3724,84.473,high-quality stratified sample adding task/model/length diversity
CASE-0442,diversity,,train-00006-of-00012.jsonl,615,scalableminds__cluster_tools-93,scalableminds__cluster_tools,swe-agent-llama-70b,False,submitted,"map_to_futures with empty list crashes, should return empty list",41,20,19,10-19,0.95,320.74,edit|inspect|other|test,469,3048,85.914,high-quality stratified sample adding task/model/length diversity
CASE-0443,diversity,,train-00007-of-00012.jsonl,1574,enthought__traits-futures-187,enthought__traits-futures,swe-agent-llama-70b,False,submitted (exit_context),stop method creates message router if it doesn't already exist,37,18,17,10-19,0.944444,409.76,edit|inspect|other|test,2538,4523,85.667,high-quality stratified sample adding task/model/length diversity
CASE-0444,diversity,,train-00007-of-00012.jsonl,1859,iterative__dvc-7501,iterative__dvc,swe-agent-llama-70b,False,submitted (exit_context),pull: Unclear error message when remote support is not installed,81,40,39,20-39,0.975,338.13,edit|inspect|other|run|test,895,4999,98.786,high-quality stratified sample adding task/model/length diversity
CASE-0445,diversity,,train-00007-of-00012.jsonl,2488,pylint-dev__astroid-2309,pylint-dev__astroid,swe-agent-llama-70b,False,submitted,Regression in Astroid version 2.15.7 in handling subscriptable type parameters,35,17,16,10-19,0.941176,356.19,edit|inspect|other|run|test,597,1590,87.118,high-quality stratified sample adding task/model/length diversity
CASE-0446,diversity,,train-00007-of-00012.jsonl,2679,warpnet__salt-lint-196,warpnet__salt-lint,swe-agent-llama-70b,False,submitted,String representing curly braces is incorrectly detected,39,19,18,10-19,0.947368,369.33,edit|inspect|other|test,1370,2548,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0447,diversity,,train-00007-of-00012.jsonl,4697,compomics__psm_utils-61,compomics__psm_utils,swe-agent-llama-70b,False,submitted,Updating metaValues of PeptideHits with numpy objects crashes in idxml writer,39,19,18,10-19,0.947368,549.06,edit|inspect|other|test,877,1878,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0448,diversity,,train-00007-of-00012.jsonl,5864,Backblaze__B2_Command_Line_Tool-488,Backblaze__B2_Command_Line_Tool,swe-agent-llama-70b,False,submitted,b2.api.B2Api.get_bucket_by_name does not work with bucket-scoped application keys,39,19,18,10-19,0.947368,275.06,edit|inspect|other|run|test,446,2061,86.069,high-quality stratified sample adding task/model/length diversity
CASE-0449,diversity,,train-00007-of-00012.jsonl,6283,googleapis__python-spanner-317,googleapis__python-spanner,swe-agent-llama-70b,False,submitted,float value cannot be used to insert data to NUMERIC field.,41,20,19,10-19,0.95,301.74,edit|inspect|other|run|test,1848,2868,87.371,high-quality stratified sample adding task/model/length diversity
